isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description
9780515135961,0515135968,Shadow Game,Christine Feehan,Fiction,"From the ""New York Times"" bestselling author comes a new series featuring a man and woman with telekinetic abilities who discover a terrifying power--and a forbidden passion--that could destroy them both. Original.",http://books.google.com/books/content?id=yzztsk4NI7wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,323.0,new york time bestselling author come new series featuring man woman telekinetic ability discover terrifying powerand forbidden passionthat could destroy original
9780515136944,0515136948,After Glow,Jayne Castle;Jayne Ann Krentz,Fiction,"Para-archaeologist Lydia Smith, while lost in the catacombs beneath the city of Harmony, makes a startling discovery that calls into question everything she believes about her lover, Emmett London.",http://books.google.com/books/content?id=GC9XwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,343.0,paraarchaeologist lydia smith lost catacomb beneath city harmony make startling discovery call question everything belief lover emmett london
9780515138153,0515138150,Cravings,MaryJanice Davidson;Eileen Wilks;Rebecca York,Fiction,"Otherwordly pleasure and dangerous desire stalk the night as immortal creatures, ravenous and unforgiving, take their prey to the brink of ecstasy and fear, in this sensual collection of stories from four best-selling authors--Laurell K. Hamilton, MaryJanice Davidson, Eileen Wilks, and Rebecca York. Original.",http://books.google.com/books/content?id=sj9WHs6AA34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,358.0,otherwordly pleasure dangerous desire stalk night immortal creature ravenous unforgiving take prey brink ecstasy fear sensual collection story four bestselling authorslaurell k hamilton maryjanice davidson eileen wilks rebecca york original
9780515139709,051513970X,Bite,Charlaine Harris;MaryJanice Davidson;Angela Knight;Vickie Taylor,Fiction,More information to be announced soon on this forthcoming title from Penguin USA,http://books.google.com/books/content?id=048rTiUp02oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,297.0,information announced soon forthcoming title penguin usa
9780515139754,0515139750,"Incubus Dreams: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Fiction,"In her role as consort of Jean-Claude, the seductive Master Vampire of the City, Anita Blake is faced with a dangerous conflict of interest when she assists with the search for a vampire serial killer who is stalking strippers.",http://books.google.com/books/content?id=u3dgtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,722.0,role consort jeanclaude seductive master vampire city anita blake faced dangerous conflict interest assist search vampire serial killer stalking stripper
9780515140774,0515140775,Spellbound,Nora Roberts,Fiction,"This is a novella that previously appeared in Nora Roberts' anthology, A Little Magic.",http://books.google.com/books/content?id=iYbKRHMrCloC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,96.0,novella previously appeared nora robert anthology little magic
9780515140873,0515140872,Micah. (Anita Blake,Laurell K. Hamilton,Fiction,"There are lots of reasons to raise the dead-some private, some public. In this case, the feds have a witness who died before he could speak on the record. They want him raised so his testimony can be taken. So here I am, on a plane to Philadelphia, flying off to do my job. But I'm not alone. Micah is with me. Micah, head of the St. Louis wereleopard pard. King to my Queen. The only one of my lovers who can stir my blood with just a glance from his chartreuse cat's eyes. I was happy to have him at my side. Until he mentioned that this will be our first time alone together. No Master Vampire. No Alpha Werewolf. Just me and Micah. And all my fears and doubts...",https://placehold.co/150x200?text=No+Cover,3.63,245.0,lot reason raise deadsome private public case fed witness died could speak record want raised testimony taken plane philadelphia flying job im alone micah micah head st louis wereleopard pard king queen one lover stir blood glance chartreuse cat eye happy side mentioned first time alone together master vampire alpha werewolf micah fear doubt
9780515141405,0515141402,Ghost Hunter,Jayne Castle,Fiction,"After calling off her marriage to ghost-hunter Cooper Boone, Elly St. Clair moves to Cadence City, but the strange disappearance of one of her new friends brings Cooper back into her life, and he's determined not to lose her again.",http://books.google.com/books/content?id=1EKGRDgf26oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,327.0,calling marriage ghosthunter cooper boone elly st clair move cadence city strange disappearance one new friend brings cooper back life he determined lose
9780515141658,0515141658,Morrigan's Cross,Nora Roberts,Fiction,"As the powerful vampire Lilith prepares to quench her thirst for destruction by unleashing her fury in battle, a medieval sorcerer, one of the circle of six charged by the goddess Morrigan, must travel through time to stop her.",http://books.google.com/books/content?id=kL_M8m6QXlEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,321.0,powerful vampire lilith prepares quench thirst destruction unleashing fury battle medieval sorcerer one circle six charged goddess morrigan must travel time stop
9780515141665,0515141666,Dance of the Gods,Nora Roberts,Fiction,Follows the circle of six as they protect the world--and their hearts--from a vampire who is determined to rule the earth.,http://books.google.com/books/content?id=1xU1uQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,321.0,follows circle six protect worldand heartsfrom vampire determined rule earth
9780515141672,0515141674,Valley of Silence,Nora Roberts,Fiction,"In this thrilling conclusion to The Circle trilogy, one vampire dares to stand against Lilith and her minions, using his love for the newly crowned queen of Geall to finally complete the circle of six and change the course of history. Original.",http://books.google.com/books/content?id=PLmxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,318.0,thrilling conclusion circle trilogy one vampire dare stand lilith minion using love newly crowned queen geall finally complete circle six change course history original
9780517077740,0517077744,Three Complete Novels,Sandra Brown,Fiction,1. Morror Image 2. Best Kept Secrets 3. Slow Heat In Heaven.,http://books.google.com/books/content?id=d2r6jdej-XEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,784.0,morror image best kept secret slow heat heaven
9780517082454,0517082454,Complete Poems,Edgar Allan Poe,Poetry,"Edgar Allan Poe (1809-1849) is internationally renowned as a pioneering master of the macabre. He is regarded as one of the world's great short story writers as well as a great lyric poet, and is credited with inventing the detective story and the modern gothic horror tale. He has been an important influence on many major American and European writers including William Faulkner, Fyodor Dostoevsky, Baudelaire, H.P. Lovecraft, and William Butler Yeats, among many others. Poe's poetry, which is collected in this volume, is more personal than his prose. The themes of love, death, and despair which recur throughout reflect the anguish he suffered in his own troubled life. ""Annabel Lee"" is a haunting lament to his young wife, Virginia, who died of tuberculosis. ""The Bells"" is an eerie and melancholy meditation which recreates with brilliant musical language the hypnotic, funereal aura of ringing bells. ""The Raven"" is a comic tour de force in which the protagonist turns his strange visitor into a symbol of his own sorrow and loss. Poe's best poems remain some of the most popular and technically accomplished in the English language. This book features a deluxe cover, ribbon marker, top stain, and decorative endpaper with a name plate.",http://books.google.com/books/content?id=C4Y-KgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.32,128.0,edgar allan poe internationally renowned pioneering master macabre regarded one world great short story writer well great lyric poet credited inventing detective story modern gothic horror tale important influence many major american european writer including william faulkner fyodor dostoevsky baudelaire hp lovecraft william butler yeats among many others poe poetry collected volume personal prose theme love death despair recur throughout reflect anguish suffered troubled life annabel lee haunting lament young wife virginia died tuberculosis bell eerie melancholy meditation recreates brilliant musical language hypnotic funereal aura ringing bell raven comic tour de force protagonist turn strange visitor symbol sorrow loss poe best poem remain popular technically accomplished english language book feature deluxe cover ribbon marker top stain decorative endpaper name plate
9780517084793,0517084791,Three Complete Novels,Michael Crichton,Fiction,"Three classic scientific suspense novels, Andromeda Strain, The Terminal Man, and The Great Train Robbery, demonstrate what made this master of the potboiling thriller the best-selling success that he is today.",http://books.google.com/books/content?id=d1bGOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,688.0,three classic scientific suspense novel andromeda strain terminal man great train robbery demonstrate made master potboiling thriller bestselling success today
9780517091265,0517091267,Three Complete Novels,Edward Morgan Forster,Fiction,"Combines three masterpieces from one of Britain's most popular novelists into one beautifully bound volume, which contains A Room With a View, Howard's End, and Where Angels Fear to Tread.",http://books.google.com/books/content?id=UGvOCPB9u8UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,503.0,combine three masterpiece one britain popular novelist one beautifully bound volume contains room view howard end angel fear tread
9780517092910,0517092913,The Complete Hans Christian Andersen Fairy Tales,Hans Christian Andersen,Juvenile Fiction,More than 156 of the great Dane's best-loved fairy tales.,http://books.google.com/books/content?id=n4O_9qeNxZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28,803.0,great dane bestloved fairy tale
9780517093399,0517093391,Four Novels,Charles Dickens,Fiction,"A collection of Dickens's best works includes The Pickwick Papers, The Adventures of Oliver Twist, David Copperfield, Great Expectations, and A Tale of Two Cities.",http://books.google.com/books/content?id=bHcCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,848.0,collection dickens best work includes pickwick paper adventure oliver twist david copperfield great expectation tale two city
9780517101353,0517101351,A New Collection of Three Complete Novels,Michael Crichton,Fiction,"Fans of Jurassic Park and Rising Sun, the books and the movies, will want to own this collection of Crichton's earlier, technical suspense novels, which includes Congo, Sphere, and Eaters of the Dead.",http://books.google.com/books/content?id=HGrNSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,720.0,fan jurassic park rising sun book movie want collection crichton earlier technical suspense novel includes congo sphere eater dead
9780517119129,0517119129,Two Complete Novels,Douglas Adams,Fiction,"Following themes of zany space exploration, time travel, and mystery, two novels that examine the dimensions of the universe and the human soul feature Dirk Gently's Holistic Detective Agency and The Long Dark Tea-Time of the Soul.",http://books.google.com/books/content?id=mVcKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,436.0,following theme zany space exploration time travel mystery two novel examine dimension universe human soul feature dirk gentlys holistic detective agency long dark teatime soul
9780517146484,0517146487,The Tolkien Companion,J. E. A. Tyler;John Ronald Reuel Tolkien,Literary Criticism,"A complete and accessible concordance to the legends, history, languages, and people of J. R. R. Tolkien's imaginative Middle-earth provides a fan's reference to The Hobbit and The Lord of the Rings.",http://books.google.com/books/content?id=AiZNPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,531.0,complete accessible concordance legend history language people j r r tolkien imaginative middleearth provides fan reference hobbit lord ring
9780517146545,0517146541,John Irving,John Irving,Fiction,"The first three novels of this highly acclaimed, New York Times best-selling author. Compassionate, satirical, deeply insightful and humorous, these compelling novels have gained him millions of fans. Includes Setting Free the Bears, The Water-Method Man, and The 158-Pound Marriage.",http://books.google.com/books/content?id=m08LAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,718.0,first three novel highly acclaimed new york time bestselling author compassionate satirical deeply insightful humorous compelling novel gained million fan includes setting free bear watermethod man pound marriage
9780517147689,0517147688,The Complete Novels,Jane Austen,Fiction,"A line illustrated anthology of Jane Austen's complete works includes Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey, Persuasion, and the obscure Lady Susan.",http://books.google.com/books/content?id=o7TgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.55,1103.0,line illustrated anthology jane austen complete work includes sense sensibility pride prejudice mansfield park emma northanger abbey persuasion obscure lady susan
9780517149256,0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,Fiction,"This outrageous volume contains six zany, out-of-this-world adventure stories by this incomparable novelist. From the very first to the very latest—all best sellers—includes The Hitchhiker's Guide to the Galaxy; The Restaurant at the End of the Universe; Life, the Universe and Everything, So Long and Thanks for all the Fish; Young Zaphod Plays it Safe; and Mostly Harmless. 768 pages.",http://books.google.com/books/content?id=cA3jxBtM1vIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.38,815.0,outrageous volume contains six zany outofthisworld adventure story incomparable novelist first latestall best sellersincludes hitchhiker guide galaxy restaurant end universe life universe everything long thanks fish young zaphod play safe mostly harmless page
9780517174968,0517174960,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Fiction,"Presents a facsimile of the twenty-four original ""Strand Magazine"" stories about the adventures of the intrepid detective Sherlock Holmes, which first appeared in publication between 1891 and 1893.",http://books.google.com/books/content?id=_Ld2twEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,334.0,present facsimile twentyfour original strand magazine story adventure intrepid detective sherlock holmes first appeared publication
9780517182468,0517182467,Three Terrifying Bestselling Novels,John Saul,Fiction,Three novels of suspense including: Suffer the children ; Punish the sinners; and Cry for the strangers.,http://books.google.com/books/content?id=iwINAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.5,678.0,three novel suspense including suffer child punish sinner cry stranger
9780517189603,0517189607,The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,A ten-year-old orphan comes to live in a lonely house on the Yorkshire moors where she discovers an invalid cousin and the mysteries of a locked garden.,http://books.google.com/books/content?id=oGNbnTQdiJ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,331.0,tenyearold orphan come live lonely house yorkshire moor discovers invalid cousin mystery locked garden
9780517201664,0517201666,Three Complete Novels,Colleen McCullough,Fiction,"For the first time ever, three of the author's most beloved novels are compiled here in one extraordinary volume: Tim; An Indecent Obsession; and The Ladies of Missalonghi.",http://books.google.com/books/content?id=QDzwWuzbjhAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,768.0,first time ever three author beloved novel compiled one extraordinary volume tim indecent obsession lady missalonghi
9780517219027,0517219026,Three complete novels,Stephen King,Fiction,Provides three of the author's early horror tales.,http://books.google.com/books/content?id=V-cOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.53,1096.0,provides three author early horror tale
9780517229279,0517229277,A Christmas Carol and the Night Before Christmas,Charles Dickens;Arthur Rackham;Clement Clarke Moore,Fiction,"This gorgeously illustrated, gilt-edged edition of the classic Christmas story and poem will be a treasured memento of hiliday celebrations for years to come. The timeless tale of Ebenezer Scrooge and Moore's classic poem are among the most beloved Christmas stories of all time, and this elegant leather-bound edition is perfect to give as a gift or as an addition to one's own collection.",http://books.google.com/books/content?id=90NmAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,156.0,gorgeously illustrated giltedged edition classic christmas story poem treasured memento hiliday celebration year come timeless tale ebenezer scrooge moore classic poem among beloved christmas story time elegant leatherbound edition perfect give gift addition one collection
9780517309803,0517309807,Works of Jack London,Jack London,Fiction,Contains The call of the wild; White Fang; The Sea-Wolf; and 40 short stories.,http://books.google.com/books/content?id=rEBaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,761.0,contains call wild white fang seawolf short story
9780517412947,0517412942,Favorite Tales of Sholom Aleichem,Sholem Aleichem;Julius Butwin;Frances Butwin,Fiction,"Short stories by the distinguished Yiddish author evoke the culture, life styles, and customs of the Jews of Russia",https://placehold.co/150x200?text=No+Cover,4.23,692.0,short story distinguished yiddish author evoke culture life style custom jew russia
9780517588376,0517588374,"Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology, Specially Arranged for Children Five and Up by an Educational Expert",William F. Russell,Fiction,Presents the essential Greek and Roman myths that form the basis of our cultural literary heritage.,http://books.google.com/books/content?id=yga4h-1reBcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,272.0,present essential greek roman myth form basis cultural literary heritage
9780517884546,0517884542,The Orion Mystery,Robert Bauval,History,"Drawing on more than a decade of research, this eye-opening account of one of the great mysteries of the ancient world links the construction of the pyramids and Egyptian religion to precise astronomical study. TV tie-in. 20,000 first printing.",http://books.google.com/books/content?id=XLSerhdFKVsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,352.0,drawing decade research eyeopening account one great mystery ancient world link construction pyramid egyptian religion precise astronomical study tv tiein first printing
9780520024274,0520024273,The Pound Era,Hugh Kenner,Literary Criticism,"""It is notoriously difficult to recognize degrees of pre-eminence among one's near-contemporaries. We talk now of the age of Donne, a label that would have seemed bizarre to Ben Johnson. Will The Pound Era seem an appropriate designation, 50 or 100 years hence, for the epoch we think of as 'modern'? Mr. Kenner's brilliantly written book establishes an excellent case for supposing the answer to be 'Yes.'""—The Economist ""Mr. Kenner's study...is not so much a book as a library, or better, a new kind of book in which biography, history, and the analysis of literature are so harmoniously articulated that every page has a narrative sense....The Pound Era is a book to be read and reread and studied. For the student of modern letters it is a treasure, for the general reader it is one of the most interesting books he will ever pick up in a lifetime of reading.""—National Review",http://books.google.com/books/content?id=06EwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.39,624.0,notoriously difficult recognize degree preeminence among one nearcontemporaries talk age donne label would seemed bizarre ben johnson pound era seem appropriate designation year hence epoch think modern mr kenners brilliantly written book establishes excellent case supposing answer yesthe economist mr kenners studyis much book library better new kind book biography history analysis literature harmoniously articulated every page narrative sensethe pound era book read reread studied student modern letter treasure general reader one interesting book ever pick lifetime readingnational review
9780520026261,0520026268,The Politics of Cultural Despair,Fritz R. Stern,History,"This is a study in the pathology of cultural criticism. By analyzing the thought and influence of three leading critics of modern Germany, this study will demonstrate the dangers and dilemmas of a particular type of cultural despair. Lagarde, Langbehn, and Moeller van den Bruck-their active lives spanning the years from the middle of the past century to the threshold of Hitler's Third Reich-attacked, often incisively and justly, the deficiencies of German culture and the German spirit. But they were more than the critics of Germany's cultural crisis; they were its symptoms and victims as well. Unable to endure the ills which they diagnosed and which they had experienced in their own lives, they sought to become prophets who would point the way to a national rebirth. Hence, they propounded all manner of reforms, ruthless and idealistic, nationalistic and utopian. It was this leap from despair to utopia across all existing reality that gave their thought its fantastic quality.",http://books.google.com/books/content?id=c6wwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.05,367.0,study pathology cultural criticism analyzing thought influence three leading critic modern germany study demonstrate danger dilemma particular type cultural despair lagarde langbehn moeller van den brucktheir active life spanning year middle past century threshold hitler third reichattacked often incisively justly deficiency german culture german spirit critic germany cultural crisis symptom victim well unable endure ill diagnosed experienced life sought become prophet would point way national rebirth hence propounded manner reform ruthless idealistic nationalistic utopian leap despair utopia across existing reality gave thought fantastic quality
9780520072381,0520072383,The Responsibility of Forms,Roland Barthes,Literary Criticism,"These late essays of Roland Barthes's are concerned with the visible and the audible, and here the preoccupations are particularly intense and rewarding, in part because Barthes was himself, by predilection, an artist and a musician, and in part because he was of two minds about the very possibility of attaching to art and to music a written text, a criticism.",http://books.google.com/books/content?id=XTLuwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,320.0,late essay roland barthess concerned visible audible preoccupation particularly intense rewarding part barthes predilection artist musician part two mind possibility attaching art music written text criticism
9780520206397,0520206398,Balanchine,Bernard Taper,Biography & Autobiography,"Written with wit, insight, and candor, Balanchine is a book that will delight lovers of biography as well as those with a special interest in dance. For this edition the author has added a thoughtful yet dramatic account of the working out of Balanchine's legacy, from the making of his controversial will to the present day. The author explores the intriguing legal, financial, and institutional subplots that unfolded after the death of the greatest choreographer of the century, but the central plot of his epilogue is the aesthetic issue: In the absence of their creator, can the ballets retain their wondrous vitality? Taper illuminates the fascinating transmission of Balanchine's masterworks from one generation to another, an unprecented legacy in the history of ballet, that most evanescent of the arts.",http://books.google.com/books/content?id=fztBS9mc-Q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.31,413.0,written wit insight candor balanchine book delight lover biography well special interest dance edition author added thoughtful yet dramatic account working balanchine legacy making controversial present day author explores intriguing legal financial institutional subplots unfolded death greatest choreographer century central plot epilogue aesthetic issue absence creator ballet retain wondrous vitality taper illuminates fascinating transmission balanchine masterworks one generation another unprecented legacy history ballet evanescent art
9780520213685,0520213688,"Haiti, History, and the Gods",Joan Dayan,History,"""By viewing Revolutionary-era Haiti through the lenses of gender and sexuality, Joan Dayan breathes life into an important slice of history.""—Karen McCarthy Brown, author of Mama Lola",http://books.google.com/books/content?id=-aQwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.95,362.0,viewing revolutionaryera haiti lens gender sexuality joan dayan breathes life important slice historykaren mccarthy brown author mama lola
9780520215108,0520215109,Masculinity and Male Codes of Honor in Modern France,Robert A. Nye,History,"In this study of upper-class masculinity from the end of the ancien régime in 1789 to the end of World War I, Robert Nye argues that manhood, masculinity, and male sexuality is, like femininity, a cultural construct, comprising a strict set of heroic ideals and codes of honor which few men have been able to realize in practice. In doing so, Nye destabilizes and historicizes the male body, and incorporates gender into the brand of cultural history inaugurated by Norbert Elias in the 1930s.",http://books.google.com/books/content?id=BbgwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.36,316.0,study upperclass masculinity end ancien rgime end world war robert nye argues manhood masculinity male sexuality like femininity cultural construct comprising strict set heroic ideal code honor men able realize practice nye destabilizes historicizes male body incorporates gender brand cultural history inaugurated norbert elia
9780520231511,0520231511,Undertaker of the Mind,Jonathan Andrews;Andrew T. Scull,Biography & Autobiography,"""Undertaker of the Mind is the most splendid piece of original research for many a year on the early history of British psychiatry. Brilliantly exploiting hitherto unused documentation, Andrews and Scull bring the once murky world of the eighteenth- century mad-doctor to life, and dispel many deeply embedded myths in the process. Absolutely essential reading!""--Roy Porter, author of The Creation of the Modern World ""This is a wonderfully well-written work... The authors reconstruct, in rich and convincing detail, the dilemmas faced by Monro, his patients, their families, and the broader culture when confronted with psychological distress.""--Joel Braslow, author of Mental Ills and Bodily Cures ""A telling reconstruction of the ideas and practice of probably the most famous psychiatrist in eighteenth-century Britain.... The analyses of Monro's more famous cases, Cruden, Ferrers, etc., are both stimulating and entertaining.""--William Bynum, author of Science and the Practice of Medicine in the Nineteenth Century",http://books.google.com/books/content?id=_zYTngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.42,386.0,undertaker mind splendid piece original research many year early history british psychiatry brilliantly exploiting hitherto unused documentation andrew scull bring murky world eighteenth century maddoctor life dispel many deeply embedded myth process absolutely essential readingroy porter author creation modern world wonderfully wellwritten work author reconstruct rich convincing detail dilemma faced monro patient family broader culture confronted psychological distressjoel braslow author mental ill bodily cure telling reconstruction idea practice probably famous psychiatrist eighteenthcentury britain analysis monros famous case cruden ferrers etc stimulating entertainingwilliam bynum author science practice medicine nineteenth century
9780520234413,0520234413,Exiled in Paris,James Campbell,Biography & Autobiography,"This is the first book to explore the English-language literary scene in Paris after World War II, including the intersecting lives of Richard Wright, Samuel Beckett, James Baldwin, and Maurice Girodias.",http://books.google.com/books/content?id=zcp4GAk8SmIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.97,304.0,first book explore englishlanguage literary scene paris world war ii including intersecting life richard wright samuel beckett james baldwin maurice girodias
9780520240582,0520240588,Berlioz,David Cairns,Biography & Autobiography,"Covers the life of the French composer, including his struggle to establish himself in Paris and how his work was created.",http://books.google.com/books/content?id=EwIskvIA5yQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.27,907.0,cover life french composer including struggle establish paris work created
9780520241824,0520241827,浅草紅団,Yasunari Kawabata,Fiction,A new translation of the only work not currently available in English by a Nobel-Prize winning author and the best known Japanese writer outside of Japan.,http://books.google.com/books/content?id=m8MP88JnszwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.35,181.0,new translation work currently available english nobelprize winning author best known japanese writer outside japan
9780520242609,0520242602,The Poems of Exile,Ovid,History,"""This is no small achievement. For the language-lover the translation provides elegant, flowing English verse, for the classicist it conveys close approximation to the Latin meaning coupled with a sense of the movement and rhythmic variety of Ovid's language""--Geraldine Herbert-Brown, editor of Ovid's Fasti: Historical Readings at its Bimillennium ""This book fills a gap. There is no similar annotated English translation of Ovid's exile poetry. Thoroughly grounded in Ovidian scholarship, Green's introduction and notes are helpful and informative. The translation is accurate, idiomatic, and lively, closely imitating the Latin elegiac couplet and capturing Ovid's changing moods.""--Karl Galinsky, author of Ovid's Metamorphoses: An Introduction to the Basic Aspects",http://books.google.com/books/content?id=cyEI5755N2UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.12,451.0,small achievement languagelover translation provides elegant flowing english verse classicist conveys close approximation latin meaning coupled sense movement rhythmic variety ovid languagegeraldine herbertbrown editor ovid fasti historical reading bimillennium book fill gap similar annotated english translation ovid exile poetry thoroughly grounded ovidian scholarship green introduction note helpful informative translation accurate idiomatic lively closely imitating latin elegiac couplet capturing ovid changing moodskarl galinsky author ovid metamorphosis introduction basic aspect
9780520243262,0520243269,Pathologies of Power,Paul Farmer,History,"""Pathologies of Power"" uses harrowing stories of life and death to argue thatthe promotion of social and economic rights of the poor is the most importanthuman rights struggle of our times.",http://books.google.com/books/content?id=HacwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.25,438.0,pathology power us harrowing story life death argue thatthe promotion social economic right poor importanthuman right struggle time
9780520244955,0520244958,Giovanni and Lusanna,Gene Brucker,History,"""Set against the grindstone of social class, this story of Lusanna versus Giovanni, gleaned from the archives of Renaissance Florence, throws a floodlight on relations between the sexes. Gene Brucker's wonderful account has remarkable resonance.""—Lauro Martines, author of April Blood “In the years since it first appeared, Gene Brucker's Giovanni and Lusanna has attracted a large and loyal readership. There is no better introduction to the complex realities of life (and love) in Florence during the Renaissance.”—William J. Connell, Professor of History and La Motta Chair in Italian Studies, Seton Hall University PRAISE FOR THE PREVIOUS EDITION: ""At its core, this splendid study is about stubborn love and the forms of law, and the impossibility of each to accommodate the ultimate claims of the other.""—New York Times Book Review",http://books.google.com/books/content?id=47EwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.56,160.0,set grindstone social class story lusanna versus giovanni gleaned archive renaissance florence throw floodlight relation sex gene bruckers wonderful account remarkable resonancelauro martines author april blood year since first appeared gene bruckers giovanni lusanna attracted large loyal readership better introduction complex reality life love florence renaissancewilliam j connell professor history la motta chair italian study seton hall university praise previous edition core splendid study stubborn love form law impossibility accommodate ultimate claim othernew york time book review
9780520251090,0520251091,Storming the Gates of Paradise,Rebecca Solnit,History,"An anthology of nearly forty essays, representing the author's work over the past ten years, offers an insightful overview of American politics, current affairs, culture, society, and history, written from the perspective of a noted environmentalist, anti-globalization activist, and public intellectual. By the author of A Field Guide to Getting Lost.",http://books.google.com/books/content?id=BtG1-Scm08kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.2,416.0,anthology nearly forty essay representing author work past ten year offer insightful overview american politics current affair culture society history written perspective noted environmentalist antiglobalization activist public intellectual author field guide getting lost
9780521002936,0521002931,Spinoza,Steven Nadler;Steven M. Nadler,Biography & Autobiography,The first complete biography of Spinoza in any language and is based on detailed archival research.,http://books.google.com/books/content?id=iSe95FJrfeYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09,422.0,first complete biography spinoza language based detailed archival research
9780521010504,0521010500,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood;Wood Elisabeth Jean,History,Wood's model places emotions and morals at the heart of collective action.,http://books.google.com/books/content?id=QBAAN3ABKmIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.8,332.0,wood model place emotion moral heart collective action
9780521011761,0521011760,Who Needs Greek?,Simon Goldhill,History,Lively study of conflicts about the meaning of Greek-ness in the modern and ancient worlds.,http://books.google.com/books/content?id=ylQBwT8PFlUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.4,334.0,lively study conflict meaning greekness modern ancient world
9780521274555,0521274559,The Presocratic Philosophers,G. S. Kirk;J. E. Raven;M. Schofield,Philosophy,This book traces the intellectual revolution initiated by Thales in the sixth century B.C. to its culmination in the metaphysics of Parmenides.,http://books.google.com/books/content?id=kFpd86J8PLsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.24,518.0,book trace intellectual revolution initiated thales sixth century bc culmination metaphysics parmenides
